title,phone,email,platform,address,website,review_rating,review_count,category,industry,scraped_at,plus_code,open_hours,status,price_range,link,latitude,longitude,emails,contact_url
Last Frontier Lawn Company,+1 907-440-7160,,,,lastfrontierlawns.com,5.0,9,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Last+Frontier+Lawn+Company/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x56c8990d34da6a41:0x417b67a75a4ccf34!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11h7q4c3c2?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109
By The Yard Lawn Care,+1 907-953-6318,,,,facebook.com,4.6,11,Landscaper,Landscaping,2026-05-28T17:06:26.610995,,,Closed · Opens 7:30 AM,,"https://www.google.com/maps/place/By+The+Yard+Lawn+Care/@60.5362036,-150.9704665,10z/data=!3m1!4b1!4m6!3m5!1s0x56c6614b438ca0c5:0xb47eb32bc7f7b2ff!8m2!3d60.5362036!4d-150.9704666!16s%2Fg%2F11cltx0403?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",60.5362036,-150.9704665
Lawns & Lots,+1 907-952-0321,,,"721 Depot Dr, Anchorage, AK 99501, United States",lawnsandlots.com,5.0,50,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,"64C3+M7 Downtown, Anchorage, AK, USA",,Open 24 hours,,"https://www.google.com/maps/place/Lawns+%26+Lots/@61.2216851,-149.89684,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8971325d81a8b:0x93967cdf7e2ad9cf!8m2!3d61.2216851!4d-149.89684!16s%2Fg%2F11q1vqfbtr?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.2216851,-149.89684
"Lawn Aeration Services, LLC",+1 907-982-9113,,WordPress,,aklawnaeration.com,5.0,9,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Lawn+Aeration+Services,+LLC/@61.5906055,-149.3181305,11z/data=!3m1!4b1!4m6!3m5!1s0x2acdda6f309fc21f:0x178401bcbed968d9!8m2!3d61.5906055!4d-149.3181305!16s%2Fg%2F11ycxx6jkq?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.5906055,-149.3181305
AK Lawns,+1 907-565-9632,,,,,5.0,1,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,,,Closed · Opens 7 AM,,"https://www.google.com/maps/place/AK+Lawns/@15.5582464,108.4850176,13z/data=!3m1!4b1!4m3!3m2!1s0x56c899c2c1130151:0x42c6ed53eb6465ce!16s%2Fg%2F11fkm6c42t?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",15.5582464,108.4850176
907 Lawn and Landscaping,+1 907-947-8847,18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com,Wix,,907landscaping.com,4.8,38,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,,,Closed · Opens 9 AM,,"https://www.google.com/maps/place/907+Lawn+and+Landscaping/@61.3159132,-149.497469,12z/data=!3m1!4b1!4m6!3m5!1s0x56c8eb7ce39980db:0x144a39629b06963!8m2!3d61.3159132!4d-149.497469!16s%2Fg%2F11h2bp1r5c?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.3159132,-149.497469
No Mow Worries,+1 907-414-7760,907nomowworries@gmail.com,WordPress,"1151 N Shenandoah Dr, Palmer, AK 99645, United States",nomowworriesak.com,4.9,70,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,"HPR5+PP Palmer, Alaska, USA",,Closed · Opens 8 AM,,https://www.google.com/maps/place/No+Mow+Worries/data=!4m7!3m6!1s0xa395c19f07432585:0x8cf8fff9bc1cedf6!8m2!3d61.5918474!4d-149.2906367!16s%2Fg%2F11srckd_v8!19sChIJhSVDB5_BlaMR9u0cvPn_-Iw,,
A Cut Above Tree Care,+1 907-802-1200,,,,,5.0,21,Tree service,Landscaping,2026-05-28T17:06:26.610995,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/A+Cut+Above+Tree+Care/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x56c8980c179c0001:0xc9d9df0fe292fa7c!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11fnypc90j?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109
"Fetterhoff Lawn Care, LLC",+1 907-299-4527,fetterhoffmowing@gmail.com,WordPress,"40770 Kay Ct, Homer, AK 99603, United States",fetterhofflawns.com,4.9,8,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,"M8JP+PF Homer, Alaska, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Fetterhoff+Lawn+Care,+LLC/@59.6818425,-151.6637561,17z/data=!3m1!4b1!4m6!3m5!1s0x56c13367537e201b:0x437de575ef160471!8m2!3d59.6818425!4d-151.6637561!16s%2Fg%2F11sy2gqh06?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",59.6818425,-151.6637561
TurfPro Lawn & Snow,+1 907-334-3331,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,Wix,"12201 Wagner St, Anchorage, AK 99516, United States",turfprolawnandsnow.com,4.4,20,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,"456H+47 Huffman / O' Malley, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/TurfPro+Lawn+%26+Snow/@61.1103197,-149.821837,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8bd5955555555:0xe140d37af9a0ad6d!8m2!3d61.1103197!4d-149.821837!16s%2Fg%2F11b7j_w9f8?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1103197,-149.821837
Be Happy Property Services,+1 866-725-1791,admin@behappyps.com,WordPress,"1118 E 71st Ave, Anchorage, AK 99518, United States",behappyps.com,4.6,155,Handyman/Handywoman/Handyperson,Landscaping,2026-05-28T17:06:26.610995,"544Q+77 Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 7 AM,,https://www.google.com/maps/place/Be+Happy+Property+Services/data=!4m7!3m6!1s0x56c8963ae013a019:0xedfb6f9668b4c4cd!8m2!3d61.155687!4d-149.8617729!16s%2Fg%2F11ggvz8zw8!19sChIJGaAT4DqWyFYRzcS0aJZv--0,,
Mulcare Lawn Care,+1 907-590-0730,info@mlcalaska.com,WordPress,,mulcarelawncare.com,5.0,10,Landscaper,Landscaping,2026-05-28T17:06:26.610995,,"
Closed · Opens 7 AM

See more hours

",,,"https://www.google.com/maps/place/Mulcare+Lawn+Care/@64.8039236,-147.5647035,11z/data=!3m1!4b1!4m6!3m5!1s0x5132454c00000001:0xa3fba754358f45e2!8m2!3d64.8039236!4d-147.5647035!16s%2Fg%2F1tncsjqh?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",64.8039236,-147.5647035
Leaf It To Me Lawn Care,+1 907-398-6555,,,"708 Cypress Dr, Kenai, AK 99611, United States",leafittomealaska.com,4.0,3,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,"HPFH+72 Kenai, Alaska, USA",,Open 24 hours,,"https://www.google.com/maps/place/Leaf+It+To+Me+Lawn+Care/@60.5732112,-151.2724152,17z/data=!3m1!4b1!4m6!3m5!1s0x26d4af472b081459:0x67a4e762074d8536!8m2!3d60.5732112!4d-151.2724152!16s%2Fg%2F11x2wsfdqz?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",60.5732112,-151.2724152
"Kelly Lawn & Landscaping, LLC",+1 907-441-8923,office@kellyllc.net,WordPress,"725 E 81st Ave, Anchorage, AK 99518, United States",kellyllc.net,4.8,297,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,"44XJ+5H Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Kelly+Lawn+%26+Landscaping,+LLC/@61.1478902,-149.8685624,17z/data=!3m1!4b1!4m6!3m5!1s0x56c899d41ffb817f:0xe1f9ac17b94f4773!8m2!3d61.1478902!4d-149.8685624!16s%2Fg%2F1w455bs4?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1478902,-149.8685624
Alaska Premier Services,+1 907-887-4545,,WordPress,"8240 Hartzell Rd #3, Anchorage, AK 99507, United States",alaskapremierservices.com,4.8,120,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,"45W2+F4 Abbott Loop, Anchorage, AK, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Alaska+Premier+Services/@61.1461365,-149.8496768,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8975e31f9bbbb:0x43abd6a3b133f074!8m2!3d61.1461365!4d-149.8496768!16s%2Fg%2F11xdl5b7n?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1461365,-149.8496768
Green Helper AK,+1 907-444-9198,,WordPress,,greenhelperak.com,4.9,33,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Green+Helper+AK/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0xb72cbdc0f9b709:0x2c891089dd836d03!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11khw1m8tb?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109
Alaska Pro Cuts,+1 907-414-8619,,,,alaskaprocuts.com,5.0,3,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Alaska+Pro+Cuts/@61.5339515,-149.6239179,10z/data=!3m1!4b1!4m6!3m5!1s0xab8957eae130030d:0x63fc79474cd79a58!8m2!3d61.5339515!4d-149.623918!16s%2Fg%2F11y3xrg8db?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.5339515,-149.6239179
"Yard Chief Yard Care, Inc",+1 907-337-3355,yrdchief@pobox.alaska.net,WordPress,"1425 N, 1425 Spar Ave #2, Anchorage, AK 99501, United States",yardchiefalaska.com,3.4,5,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,"64FV+6R Mountain View, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Yard+Chief+Yard+Care,+Inc/@61.2230278,-149.855402,17z/data=!3m1!4b1!4m6!3m5!1s0x56c897b718216d33:0xd8460e3e7ca1a7ca!8m2!3d61.2230278!4d-149.855402!16s%2Fg%2F11jmy_d6j9?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.2230278,-149.855402
Alaska Landscaping,+1 907-519-3863,,,"11651 Hillside Dr, Anchorage, AK 99507, United States",,,,Landscape designer,Landscaping,2026-05-28T17:06:26.610995,"4774+XM Hillside East, Anchorage, AK, USA",,,,"https://www.google.com/maps/place/Alaska+Landscaping/@61.114952,-149.7432786,17z/data=!3m1!4b1!4m6!3m5!1s0x56c89b8f5a2eb0cd:0x1ee645c80340694b!8m2!3d61.114952!4d-149.7432786!16s%2Fg%2F11nwcy1953?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.114952,-149.7432786
Social Services Department,+1 907-675-4377,,,"Aniak, AK 99557, United States",,,,Social services organization,Landscaping,2026-05-28T17:06:26.610995,"HFM5+4P Aniak, Alaska, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Social+Services+Department/@61.5827629,-159.5407304,17z/data=!3m1!4b1!4m6!3m5!1s0x56d8a3fd87d553f9:0xa2982bc28e8c40df!8m2!3d61.5827629!4d-159.5407304!16s%2Fg%2F1vyk27dk?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.5827629,-159.5407304
Green Helper,+1 907-444-9198,,WordPress,"8230 Sandy Pl, Anchorage, AK 99507, United States",greenhelperak.com,,,,Landscaping,2026-05-28T17:06:26.610995,"45WJ+8W Abbott Loop, Anchorage, AK, USA",,,,"https://www.google.com/maps/place/Green+Helper/@61.1458541,-149.8177485,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8975953b70797:0xb7dfa326fb16c358!8m2!3d61.1458541!4d-149.8177485!16s%2Fg%2F11wy3wyts5?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1458541,-149.8177485
Glaciers Edge Maintenance,+1 907-223-4666,,WordPress,"1104 W 30th Ave, Anchorage, AK 99503, United States",gemalaska.com,4.9,114,Snow removal service,Landscaping,2026-05-28T17:06:26.610995,"53VW+49 Spenard, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Glaciers+Edge+Maintenance/@61.1927777,-149.9040042,17z/data=!3m1!4b1!4m6!3m5!1s0x56c899e9df78998f:0x90f6f643a177ce97!8m2!3d61.1927777!4d-149.9040042!16s%2Fg%2F12vttmhlq?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1927777,-149.9040042
Cuts & Cuts,+1 907-214-1106,,WordPress,,cutscutsak.com,5.0,7,Lawn care service,Landscaping,2026-05-28T17:06:26.610995,,,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Cuts+%26+Cuts/@62.2786459,-149.7129325,7z/data=!3m1!4b1!4m6!3m5!1s0x8fc5f88ffff91a45:0xae8db9b9d86ee24a!8m2!3d62.278646!4d-149.7129325!16s%2Fg%2F11vynjpydc?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",62.2786459,-149.7129325
No Mow Worries,+1 907-414-7760,907nomowworries@gmail.com,WordPress,"1151 N Shenandoah Dr, Palmer, AK 99645, United States",nomowworriesak.com,4.9,70,Lawn care service,Landscaping,2026-05-28T17:11:03.618280,"HPR5+PP Palmer, Alaska, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/No+Mow+Worries/@61.5918474,-149.2906367,17z/data=!3m1!4b1!4m6!3m5!1s0xa395c19f07432585:0x8cf8fff9bc1cedf6!8m2!3d61.5918474!4d-149.2906367!16s%2Fg%2F11srckd_v8?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.5918474,-149.2906367,['907nomowworries@gmail.com'],https://nomowworriesak.com
A-1 Lawn & Landscaping,+1 907-248-7000,services@a1lawn.com,WordPress,"6727 Old Seward Hwy, Anchorage, AK 99518, United States",a1lawn.com,4.2,138,Landscaper,Landscaping,2026-05-28T17:11:03.618280,"545P+VG Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/A-1+Lawn+%26+Landscaping/@61.1596819,-149.8636882,17z/data=!3m1!4b1!4m6!3m5!1s0x56c89778974bc3a9:0xa66e7b7d29ee23c1!8m2!3d61.1596819!4d-149.8636882!16s%2Fg%2F1tfvywtq?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1596819,-149.8636882,"['services@a1lawn.com', 'john@doe.com']",https://a1lawn.com/contact
Local Lawns Alaska,+1 907-891-2870,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,Wix,"11705 Alderwood Loop, Anchorage, AK 99516, United States",locallawnsalaska.com,5.0,15,Lawn care service,Landscaping,2026-05-28T17:11:03.618280,"4589+3P Huffman / O' Malley, Anchorage, AK, USA",,Closed · Opens 6 AM,,"https://www.google.com/maps/place/Local+Lawns+Alaska/@61.1152403,-149.8307356,17z/data=!3m1!4b1!4m6!3m5!1s0x835f2b7c2e42a825:0x9ef7cf82fcc970f3!8m2!3d61.1152403!4d-149.8307356!16s%2Fg%2F11v08qsf2t?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1152403,-149.8307356,"['605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com', 'bfb679c754744c58a7374ee6e25cfc13@sentry.wixpress.com', 'c183baa23371454f99f417f6616b724d@sentry.wixpress.com', 'dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com', 'locallawnsalaska@gmail.com']",https://locallawnsalaska.com
Above And Beyond Yard Care & Snow Removal LLC.,+1 907-495-0579,aboveandbeyondyardcareak@gmail.com,GoDaddy,,aboveandbeyondyardcare.net,5.0,39,Landscaper,Landscaping,2026-05-28T17:11:03.618280,,,Closed · Opens 6:30 AM,,"https://www.google.com/maps/place/Above+And+Beyond+Yard+Care+%26+Snow+Removal+LLC./@61.731455,-149.7690719,9z/data=!3m1!4b1!4m6!3m5!1s0x46e30c83b4b551d:0xaee85e36a5b5219c!8m2!3d61.731455!4d-149.7690719!16s%2Fg%2F11wp0dxp_v?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.731455,-149.7690719,"['aboveandbeyondyardcareak@gmail.com', 'filler@godaddy.com', 'wweeiihhuuaanngg@gmail.com']",https://aboveandbeyondyardcare.net
Alaska Lawn & Services,+1 907-830-1445,,,,,5.0,57,Lawn care service,Landscaping,2026-05-28T17:11:03.618280,,,Open 24 hours,,"https://www.google.com/maps/place/Alaska+Lawn+%26+Services/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x552cd19d4630d15:0x452c77a0a39551e!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11vzmv4z_r?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109,,
Lawn & Order LLC,+1 907-671-0841,,,,,5.0,22,Property maintenance,Landscaping,2026-05-28T17:11:03.618280,,,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Lawn+%26+Order+LLC/@62.2786459,-149.7129325,7z/data=!3m1!4b1!4m6!3m5!1s0x8b81b34e43d411b7:0xcdb0e80237dc9058!8m2!3d62.278646!4d-149.7129325!16s%2Fg%2F11y828lnkn?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",62.2786459,-149.7129325,,
Yardigans AK,+1 907-290-4954,,WordPress,"4340 Tikishla St, Anchorage, AK 99504, United States",yardigansaks.com,4.9,67,Lawn care service,Landscaping,2026-05-28T17:11:03.618280,"57J8+CQ Scenic Foothills, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Yardigans+AK/@61.1810433,-149.7331056,17z/data=!3m1!4b1!4m6!3m5!1s0x56c897658e945edd:0x5fdae964818cd59!8m2!3d61.1810433!4d-149.7331056!16s%2Fg%2F11rqgxpm4_?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1810433,-149.7331056,[],
Kodiak Lawn Care and Snow Removal,+1 907-486-8829,,,"2522 Selief Ln, Kodiak, AK 99615, United States",facebook.com,4.7,3,Landscaper,Landscaping,2026-05-28T17:11:03.618280,"RJ5H+WJ Kodiak, Alaska, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Kodiak+Lawn+Care+and+Snow+Removal/@57.8098099,-152.3708943,17z/data=!3m1!4b1!4m6!3m5!1s0x56eac465a0b876d5:0x64c7f4f195390495!8m2!3d57.8098099!4d-152.3708943!16s%2Fg%2F1261r3_jx?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",57.8098099,-152.3708943,[],
Alaska Premier Services,+1 907-887-4545,,WordPress,"8240 Hartzell Rd #3, Anchorage, AK 99507, United States",alaskapremierservices.com,4.8,120,Lawn care service,Landscaping,2026-05-28T17:11:03.618280,"45W2+F4 Abbott Loop, Anchorage, AK, USA",,Closed · Opens 9 AM,,"https://www.google.com/maps/place/Alaska+Premier+Services/@61.1461365,-149.8496768,17z/data=!3m1!4b1!4m6!3m5!1s0x56c8975e31f9bbbb:0x43abd6a3b133f074!8m2!3d61.1461365!4d-149.8496768!16s%2Fg%2F11xdl5b7n?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1461365,-149.8496768,[],
Green Helper AK,+1 907-444-9198,,WordPress,,greenhelperak.com,4.9,33,Lawn care service,Landscaping,2026-05-28T17:11:03.618280,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/Green+Helper+AK/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0xb72cbdc0f9b709:0x2c891089dd836d03!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11khw1m8tb?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109,[],
By The Yard Lawn Care,+1 907-953-6318,,,,facebook.com,4.6,11,Landscaper,Landscaping,2026-05-28T17:11:03.618280,,,Closed · Opens 7:30 AM,,"https://www.google.com/maps/place/By+The+Yard+Lawn+Care/@60.5362036,-150.9704665,10z/data=!3m1!4b1!4m6!3m5!1s0x56c6614b438ca0c5:0xb47eb32bc7f7b2ff!8m2!3d60.5362036!4d-150.9704666!16s%2Fg%2F11cltx0403?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",60.5362036,-150.9704665,[],
Just Lawns,+1 907-248-0800,,,"3701 Huffman Rd, Anchorage, AK 99516, United States",justlawns.net,3.5,58,Lawn care service,Landscaping,2026-05-28T17:11:03.618280,"455P+JJ Huffman / O' Malley, Anchorage, AK, USA",,Closed · Opens 7 AM,,"https://www.google.com/maps/place/Just+Lawns/@61.1090847,-149.8134388,17z/data=!3m1!4b1!4m6!3m5!1s0x56c89a23cf50385d:0xce54f972369cdf01!8m2!3d61.1090847!4d-149.8134388!16s%2Fg%2F1tg7rrmj?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1090847,-149.8134388,[],
Landscape Alaska,+1 907-321-4149,landscapealaska@gmail.com,WordPress,"11029 Mendenhall Loop Rd, Juneau, AK 99801, United States",landscapealaska.com,5.0,6,Plant nursery,Landscaping,2026-05-28T17:21:12.272674,"99VM+3X Back Loop, Juneau, AK, USA",,Closed · Opens 10 AM,,"https://www.google.com/maps/place/Landscape+Alaska/@58.3927093,-134.6150128,17z/data=!3m1!4b1!4m6!3m5!1s0x5400e20f631f93b1:0xc4609b94fd7372c7!8m2!3d58.3927093!4d-134.6150128!16s%2Fg%2F1z44sfrgs?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",58.3927093,-134.6150128,['landscapealaska@gmail.com'],https://landscapealaska.com
A-1 Lawn & Landscaping,+1 907-248-7000,services@a1lawn.com,WordPress,"6727 Old Seward Hwy, Anchorage, AK 99518, United States",a1lawn.com,4.2,138,Landscaper,Landscaping,2026-05-28T17:21:12.272674,"545P+VG Taku / Campbell, Anchorage, AK, USA",,Closed · Opens 8 AM,,"https://www.google.com/maps/place/A-1+Lawn+%26+Landscaping/@61.1596819,-149.8636882,17z/data=!3m1!4b1!4m6!3m5!1s0x56c89778974bc3a9:0xa66e7b7d29ee23c1!8m2!3d61.1596819!4d-149.8636882!16s%2Fg%2F1tfvywtq?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1596819,-149.8636882,"['services@a1lawn.com', 'john@doe.com']",https://a1lawn.com/contact
Alaska Landworks,+1 907-350-1622,%20info@alaskalandworks.com,WordPress,,alaskalandworks.com,5.0,3,Landscape designer,Landscaping,2026-05-28T17:21:12.273675,,,Closed · Opens 7 AM,,"https://www.google.com/maps/place/Alaska+Landworks/@61.1806455,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x8e77bf36aaa4a129:0x82b0927435d6ee3c!8m2!3d61.1806455!4d-149.4491109!16s%2Fg%2F11vwlbs4zb?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.1806455,-149.4491109,"['%20info@alaskalandworks.com', 'info@alaskalandworks.com']",https://alaskalandworks.com
arctic sunshine lawn and garden,+1 907-348-0811,,,,,5.0,1,Lawn care service,Landscaping,2026-05-28T17:21:12.273675,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/arctic+sunshine+lawn+and+garden/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x56c89b2600b91d83:0xe7db550357b62e33!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11r8g57742?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109,,
Above And Beyond Yard Care & Snow Removal LLC.,+1 907-495-0579,aboveandbeyondyardcareak@gmail.com,GoDaddy,,aboveandbeyondyardcare.net,5.0,39,Landscaper,Landscaping,2026-05-28T17:21:12.273675,,,Closed · Opens 6:30 AM,,"https://www.google.com/maps/place/Above+And+Beyond+Yard+Care+%26+Snow+Removal+LLC./@61.731455,-149.7690719,9z/data=!3m1!4b1!4m6!3m5!1s0x46e30c83b4b551d:0xaee85e36a5b5219c!8m2!3d61.731455!4d-149.7690719!16s%2Fg%2F11wp0dxp_v?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.731455,-149.7690719,"['aboveandbeyondyardcareak@gmail.com', 'filler@godaddy.com', 'wweeiihhuuaanngg@gmail.com']",https://aboveandbeyondyardcare.net
North Star Landscaping,+1 907-301-9402,konstantin@northstarlandscapingak.com,GoDaddy,,northstarlandscapingak.com,4.4,20,Landscaper,Landscaping,2026-05-28T17:21:12.273675,,,Closed · Opens 8 AM,,"https://www.google.com/maps/place/North+Star+Landscaping/@61.108505,-149.4491109,9z/data=!3m1!4b1!4m6!3m5!1s0x56c897fb977794bf:0x4bde8afbb4dc55d7!8m2!3d61.108505!4d-149.4491109!16s%2Fg%2F11c6yhysmm?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",61.108505,-149.4491109,"['konstantin@northstarlandscapingak.com', 'contact@sansoxygen.com']",https://northstarlandscapingak.com
Arctic Yards,+1 909-353-4879,,WordPress,,arcticyards.com,,,Lawn care service,Landscaping,2026-05-28T17:21:12.272674,,,Closed · Opens 8 AM Mon,,"https://www.google.com/maps/place/Arctic+Yards/@46.423669,-129.9427085,3z/data=!3m1!4b1!4m6!3m5!1s0x56c87b67bfd1b8c9:0x9efc0721ffb9d49!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11x6s87zlk?entry=ttu&g_ep=EgoyMDI2MDUyNS4wIKXMDSoASAFQAw%3D%3D",46.423669,-129.9427085,[],
